ID	Sentence	Labels
2871	Non amo gli alberi , preferisco i pini .	0
1806	Amo i bassotti , ed anche i gatti .	1
4318	Si fida del gusto più che delle dicerie .	1
2510	Amo i libri , ed anche i sussidiari .	0
3467	Non amo i professori , preferisco le fabbriche .	1
2178	Amo il maiale , ed anche il pesce .	1
2149	Apprezzo la techno , ed anche la musica .	0
3779	Uso il poliestere più del cotone .	1
3345	Non ama la gioia , preferisce le emozioni .	0
5079	Apprezzo lo Chardonnay , ma non la birra .	1
4128	Amo i western più dei film .	0
873	Amo i gatti , un tipo interessante di husky .	0
2771	Non amo le moto , preferisco gli enduro .	0
3359	Non ama la paura , preferisce la saggezza .	1
1490	Amo gli anelli , un tipo interessante di gioielli .	1
2427	Si fida delle dicerie , ed anche dell' udito .	1
1747	Ho incontrato i portieri , un tipo interessante di genetista .	0
1658	Amo i merli , eccetto i criceti .	0
3766	Amo gli alberi più dei pini .	0
5279	Amo i film , ma non le commedie .	1
4277	Amo le balene , eccetto i conigli .	0
2671	Non amo i bobtail , preferisco i gatti .	1
4123	Amo i thriller più dei videogiochi .	1
326	Amo i film , e più specificamente i giochi da tavolo .	0
1868	Amo i treni , ed anche le Harley-Davidson .	1
1697	Amo i lavoratori , un tipo interessante di cameriere .	0
3869	Apprezzo la carta da parati più dei letti .	1
1261	Apprezzo i gioielli , un tipo interessante di jazz .	0
1463	Amo i gioielli , un tipo interessante di scarpa .	0
1016	Amo i gioielli , un tipo interessante di camicia .	0
3922	Amo le commedie , eccetto i giochi da tavolo .	0
2948	Non amo i guardaroba , preferisco i mobili .	0
211	Apprezzo i giochi da tavolo , e più specificamente la techno .	0
4972	Uso la plastica , ma non il vetro .	1
3020	Non amo il rock , preferisco il cibo .	1
4615	Amo i saggi , eccetto la musica .	0
37	Uso il poliestere , e più specificamente il cuoio .	0
5204	Adoro il salmone , ma non il pollo .	1
5448	Posso capire la gioia , ma non i calcoli .	1
192	Apprezzo la musica , e più specificamente i gioielli .	0
1929	Amo le calze , ed anche i vestiti .	0
2113	Apprezzo il Primitivo , ed anche la coca cola .	1
5725	Amo le Suzuki , e più specificamente le moto .	0
3373	Non ama l' amore , preferisce la stupidità .	1
4457	Amo i lavoratori più dei professori .	0
5743	Amo le Kawasakis , e più specificamente le navi .	0
5631	Amo i cani , e più specificamente i conigli .	0
272	Adoro il pollo , e più specificamente il salmone .	0
5778	Amo le camicie , eccetto i gioielli .	0
1172	Apprezzo i guardaroba , un tipo interessante di mobili .	1
2287	Amo i film , ed anche i western .	0
4677	Amo le scuole , eccetto i guardiani .	0
906	Amo i conigli , un tipo interessante di bulldog .	0
1312	Apprezzo il jazz , eccetto il cibo .	0
1194	Apprezzo il vino , un tipo interessante di coca cola .	0
335	Amo i sussidiari , e più specificamente i western .	0
2052	Apprezzo i mobili , ed anche i tavoli .	0
4801	Amo le anatre , ma non i criceti .	1
837	Apprezzo la birra , eccetto il Merlot .	0
2797	Non amo le camicie , preferisco gli occhiali .	1
2421	Si fida dei sensi , ed anche delle ricostruzioni .	1
3583	Amo i bassotti più dei conigli .	1
1655	Amo i cartoni animati , un tipo interessante di saggio .	0
530	Posso capire le emozioni , e più specificamente la paura .	1
1893	Amo le Kawasakis , ed anche le navi .	1
1539	Amo le meduse , un tipo interessante di criceto .	0
4813	Amo i merli , ma non i maiali .	1
2957	Non amo le posate , preferisco i letti .	1
1775	Amo i cani , ed anche gli husky .	0
4079	Amo il tacchino più dei granchi .	1
591	Amo i cartoni animati , e più specificamente i romanzi .	0
3219	Non amo i gioielli , preferisco le collane .	0
2751	Non amo le moto , preferisco le biciclette .	1
863	Apprezzo il Primitivo , eccetto il vino .	0
3508	Non amo gli astronomi , preferisco i camerieri .	1
3565	Amo i bulldog più dei gatti .	1
546	Posso capire i calcoli , e più specificamente l' amore .	0
3891	Apprezzo l' acqua più dello Chardonnay .	1
4176	Amo i braccialetti più degli occhiali .	1
4292	Si fida dell' udito più che delle dicerie .	1
2263	Amo il caviale , ed anche il vitello .	1
180	Apprezzo il rock , e più specificamente la musica .	0
4439	Amo i ristoranti più dei camerieri .	1
2966	Non amo il Merlot , preferisco la coca cola .	1
5371	Amo i conigli , ma non gli orsi .	1
341	Amo i saggi , e più specificamente le commedie .	0
2536	Amo i romanzi , ed anche i libri .	0
2773	Non amo le biciclette , preferisco gli enduro .	1
15	Amo l' erba , e più specificamente i pini .	0
1073	Adoro gli alberi , un tipo interessante di betulla .	0
1891	Amo gli enduro , ed anche gli aeroplani .	1
5649	Amo i bulldog , e più specificamente i pappagalli .	0
497	Adoro i cespugli , eccetto le querce .	0
3470	Non amo i lavoratori , preferisco i professori .	0
3116	Non amo il pollo , preferisco i granchi .	1
750	Uso la plastica , eccetto il vinile .	1
3119	Non amo i granchi , preferisco il vitello .	1
503	Si fida dei notiziari , e più specificamente del gusto .	0
3600	Amo le anatre più degli uccelli .	0
3968	Apprezzo la techno più dei gioielli .	1
378	Amo i gioielli , e più specificamente le collane .	1
4624	Amo i dipinti , eccetto i saggi .	0
5439	Posso capire la gioia , ma non le emozioni .	0
3775	Uso il legno più del poliestere .	1
4093	Amo il caviale più del pollo .	1
3551	Adoro il caviale , eccetto il tacchino .	0
196	Apprezzo il jazz , e più specificamente la musica .	0
4583	Posso capire le emozioni , eccetto l' amore .	1
4256	Amo i cani , eccetto le balene .	0
3110	Non amo il tacchino , preferisco il salmone .	1
3507	Non amo gli scienziati , preferisco gli astronomi .	0
3250	Non amo gli animali domestici , preferisco i gatti .	0
4205	Amo le borsette più degli anelli .	1
1196	Apprezzo l' acqua , un tipo interessante di Merlot .	0
4996	Uso il vetro , ma non il vinile .	1
3923	Amo i giochi da tavolo , eccetto le commedie .	0
4066	Amo il salmone più del tacchino .	1
954	Amo i passeri , un tipo interessante di uccello .	1
4409	Amo i dipinti più dei romanzi .	1
384	Amo le scarpe , e più specificamente le collane .	0
1797	Amo i gatti , ed anche i bulldog .	1
3333	Non si fida del gusto , preferisce le dicerie .	1
286	Adoro il pollo , e più specificamente i granchi .	0
5703	Amo i passeri , e più specificamente i maiali .	0
4578	Posso capire i calcoli , eccetto la paura .	0
4180	Amo le scarpe più dei braccialetti .	1
4387	Amo i sussidiari più dei dipinti .	1
5689	Amo i merli , e più specificamente gli uccelli .	0
3524	Non amo i fisici , preferisco i portieri .	1
2189	Amo il pesce , ed anche il prosciutto .	1
3057	Non amo il prosciutto cotto , preferisco il pesce .	1
5144	Apprezzo il blues , ma non la musica .	0
2705	Non amo gli uccelli , preferisco i gatti .	1
4453	Amo gli uffici più dei guardiani .	1
5539	Amo i lavoratori , ma non gli uffici .	1
1825	Amo i maiali , ed anche i pappagalli .	1
4412	Amo i manuali più dei libri .	0
1271	Apprezzo la techno , un tipo interessante di cibo .	0
1298	Adoro il prosciutto cotto , un tipo interessante di pesce .	0
5177	Adoro il prosciutto , ma non le carote .	1
2416	Si fida della vista , ed anche dei notiziari .	1
2608	Ho incontrato i guardiani , ed anche i biologi .	1
1315	Adoro il prosciutto , un tipo interessante di maiale .	1
2748	Non amo le moto , preferisco le navi .	1
4842	Amo le navi , ma non le Suzuki .	1
3036	Non amo la techno , preferisco gli sport .	1
64	Uso il PVC , e più specificamente il legno .	0
2188	Amo il prosciutto , ed anche il pesce .	1
147	Amo i gioielli , eccetto le calze .	0
4357	Posso capire la saggezza più dell' amore .	1
1845	Amo i merli , ed anche i maiali .	1
4454	Amo i professori più delle fabbriche .	1
4023	Amo i broccoli più del prosciutto .	1
2551	Amo i cartoni animati , ed anche i manuali .	1
3562	Amo i conigli più dei bobtail .	1
1700	Amo i camerieri , un tipo interessante di scuola .	0
2338	Amo le sciarpe , ed anche le collane .	1
4518	Si fida delle ricostruzioni , eccetto che della vista .	0
5116	Apprezzo la musica , ma non il cibo .	1
5618	Amo gli husky , e più specificamente i gatti .	0
2425	Si fida dei sensi , ed anche delle congetture .	1
2621	Ho incontrato i genetisti , ed anche i portieri .	1
2719	Non amo i criceti , preferisco le anatre .	1
43	Uso il legno , e più specificamente il nylon .	0
1668	Amo i dipinti , un tipo interessante di romanzo .	0
3993	Amo i gioielli , eccetto le scarpe .	0
203	Apprezzo i gioielli , e più specificamente il jazz .	0
845	Apprezzo l' acqua , eccetto lo Chardonnay .	0
5187	Adoro il bacon , ma non le carote .	1
5333	Amo i gioielli , ma non gli anelli .	1
3220	Non amo le collane , preferisco le sciarpe .	1
899	Amo i bulldog , un tipo interessante di cane .	1
3161	Non amo i giochi da tavolo , preferisco i thriller .	1
2230	Amo il salmone , ed anche il vitello .	1
3613	Amo i criceti più dei merli .	1
1744	Ho incontrato i genetisti , un tipo interessante di guardiano .	0
1151	Apprezzo i dipinti , un tipo interessante di sedia .	0
4713	Ho incontrato i genetisti , eccetto i portieri .	0
397	Amo le borsette , e più specificamente gli anelli .	0
4777	Amo i cani , ma non i bassotti .	1
5589	Ho incontrato i camerieri , ma non i genetisti .	1
1058	Adoro le querce , un tipo interessante di albero .	1
3932	Amo i documentari , eccetto i giochi da tavolo .	0
576	Amo il cinema , e più specificamente i saggi .	0
956	Amo i passeri , un tipo interessante di criceto .	0
896	Amo i conigli , un tipo interessante di bobtail .	0
3899	Apprezzo il Chianti più della coca cola .	1
2270	Amo i saggi , ed anche i thriller .	1
2076	Apprezzo la carta da parati , ed anche i letti .	1
4698	Ho incontrato gli scienziati , eccetto i camerieri .	0
4482	Amo i genetisti più dei camerieri .	1
4134	Amo i western più dei videogiochi .	1
4385	Amo i cartoni animati più dei sussidiari .	1
1565	Si fida delle ricostruzioni , un tipo interessante dell' udito .	0
5073	Apprezzo lo Chardonnay , ma non il vino .	0
4732	Ho incontrato i guardiani , eccetto i fisici .	0
200	Apprezzo il jazz , e più specificamente il cibo .	0
1916	Amo i vestiti , ed anche gli orecchini .	1
4803	Amo le anatre , ma non i maiali .	1
2858	Non amo gli abeti , preferisco l' erba .	1
952	Amo i passeri , un tipo interessante di gatto .	0
316	Amo i thriller , e più specificamente i saggi .	0
1757	Ho incontrato i portieri , un tipo interessante di astronomo .	0
4570	Posso capire la saggezza , eccetto la paura .	0
4590	Posso capire la tristezza , eccetto la saggezza .	0
5094	Apprezzo il vino , ma non il Primitivo .	1
4375	Posso capire i calcoli più della tristezza .	1
4190	Amo le collane più degli occhiali .	1
472	Adoro gli alberi , eccetto l' erba .	0
5579	Ho incontrato i guardiani , ma non i biologi .	1
4760	Amo i pappagalli , ma non i bobtail .	1
875	Amo i cani , un tipo interessante di husky .	0
893	Amo i bobtail , un tipo interessante di pappagallo .	0
1487	Apprezzo i gioielli , eccetto il blues .	0
5274	Amo i western , ma non i videogiochi .	1
5336	Amo gli anelli , ma non gli occhiali .	1
1951	Amo gli alberi , ed anche l' erba .	1
2351	Amo gli orecchini , ed anche gli occhiali .	1
5185	Adoro il bacon , ma non le mele .	1
4988	Uso il vinile , ma non il legno .	1
5482	Amo i sussidiari , ma non la musica .	1
3564	Adoro il manzo , eccetto il caviale .	0
1502	Amo gli animali domestici , un tipo interessante di giraffa .	0
5121	Apprezzo gli sport , ma non il jazz .	1
3776	Uso il poliestere più della plastica .	0
3484	Non amo gli scienziati , preferisco i camerieri .	1
3241	Non amo gli anelli , preferisco le sciarpe .	1
3309	Non si fida delle congetture , preferisce la vista .	1
4926	Adoro gli alberi , ma non gli arbusti .	1
3842	Apprezzo i tavoli più dei mobili .	0
3400	Non amo i sussidiari , preferisco i dipinti .	1
3781	Uso la plastica più del cotone .	1
4313	Si fida delle ricostruzioni più che del tatto .	1
2405	Amo i criceti , ed anche gli orsi .	1
5213	Adoro il tacchino , ma non il salmone .	1
4378	Amo i sussidiari più dei libri .	0
1786	Amo i bobtail , ed anche i gatti .	1
5369	Amo i conigli , ma non gli animali domestici .	0
5197	Adoro il lardo , ma non le carote .	1
1847	Amo i merli , ed anche i cani .	1
5794	Amo le calze , e più specificamente gli orecchini .	0
5678	Amo i gatti , e più specificamente le anatre .	0
4625	Amo i romanzi , eccetto la musica .	0
4567	Posso capire i calcoli , eccetto la gioia .	0
5282	Amo le commedie , ma non i giochi da tavolo .	1
2755	Non amo le Harley-Davidson , preferisco gli aeroplani .	1
904	Amo i pappagalli , un tipo interessante di bulldog .	0
4201	Amo gli occhiali più degli orecchini .	1
1402	Amo i thriller , un tipo interessante di film .	1
3822	Amo i western , eccetto i sussidiari .	0
5820	Amo gli alberi , e più specificamente gli animali .	0
5676	Amo gli uccelli , e più specificamente i cani .	0
4377	Amo la musica più dei sussidiari .	1
3593	Amo i pappagalli più dei maiali .	1
4950	Adoro i pini , ma non l' erba .	1
35	Uso il vetro , e più specificamente il poliestere .	0
4600	Amo i sussidiari , eccetto la musica .	0
5014	Apprezzo i mobili , ma non le posate .	1
4236	Amo i cani più degli orsi .	1
2607	Ho incontrato i biologi , ed anche i guardiani .	1
4004	Amo il prosciutto cotto più del maiale .	0
3465	Non amo i guardiani , preferisco gli uffici .	1
664	Ho incontrato gli scienziati , e più specificamente i camerieri .	0
1457	Amo i gioielli , un tipo interessante di sciarpa .	0
3892	Apprezzo lo Chardonnay più della sprite .	1
4223	Amo le meduse più dei gatti .	1
92	Apprezzo i tavoli , e più specificamente i dipinti .	0
5493	Amo i sussidiari , ma non i dipinti .	1
5136	Apprezzo i giochi da tavolo , ma non la techno .	1
4070	Amo il manzo più del salmone .	1
50	Uso il nylon , e più specificamente il cuoio .	0
2891	Non amo la plastica , preferisco il cuoio .	1
4655	Amo i lavoratori , eccetto le scuole .	0
3101	Non amo il salmone , preferisco il pollo .	1
403	Amo gli occhiali , e più specificamente gli anelli .	0
4788	Amo gli uccelli , ma non i gatti .	1
5384	Amo i criceti , ma non le meduse .	1
1407	Amo i film , un tipo interessante di libro di testo .	0
2250	Amo il pollo , ed anche le ostriche .	1
4626	Amo la musica , eccetto i romanzi .	0
3426	Non amo i libri , preferisco i manuali .	0
2105	Apprezzo il Chianti , ed anche il vino .	0
5380	Amo gli animali domestici , ma non i criceti .	1
2530	Amo i cartoni animati , ed anche i saggi .	1
4922	Adoro gli alberi , ma non i cespugli .	1
4846	Amo le Suzuki , ma non i treni .	1
2783	Non amo le biciclette , preferisco le Kawasakis .	1
1450	Amo i braccialetti , un tipo interessante di borsetta .	0
1762	Ho incontrato i fisici , un tipo interessante di cameriere .	0
4011	Amo il prosciutto cotto più delle mele .	1
3129	Non amo le ostriche , preferisco il vitello .	1
1595	Posso capire la stupidità , un tipo interessante di gioia .	0
3417	Non amo i romanzi , preferisco il cinema .	1
2451	Si fida del gusto , ed anche dei sensi .	0
3773	Amo i film , eccetto i videogiochi .	0
1909	Amo i gioielli , ed anche le camicie .	1
3458	Non amo le fabbriche , preferisco i guardiani .	1
80	Apprezzo i dipinti , e più specificamente le sedie .	0
3720	Amo gli alberi più dell' erba .	1
2055	Apprezzo i tavoli , ed anche la carta da parati .	1
39	Amo i pantaloni , eccetto gli occhiali .	0
1898	Amo le biciclette , ed anche le Kawasakis .	1
800	Apprezzo le posate , eccetto i guardaroba .	0
5247	Adoro il tacchino , ma non il caviale .	1
5480	Posso capire i calcoli , ma non la tristezza .	1
2389	Amo i cani , ed anche le balene .	1
1357	Adoro il salmone , un tipo interessante di manzo .	0
3449	Non amo i camerieri , preferisco i lavoratori .	0
1030	Amo i pantaloni , un tipo interessante di vetro .	0
111	Apprezzo i mobili , e più specificamente i letti .	1
2579	Amo le fabbriche , ed anche i guardiani .	1
4903	Amo le scarpe , ma non le gonne .	1
1895	Amo le Kawasakis , ed anche le moto .	0
304	Adoro il manzo , e più specificamente le ostriche .	0
429	Amo le balene , e più specificamente i cani .	0
1646	Amo i dipinti , un tipo interessante di libro di testo .	0
4608	Amo i sussidiari , eccetto i cartoni animati .	0
4864	Amo le Kawasakis , ma non i treni .	1
5505	Amo i dipinti , ma non i saggi .	1
4928	Adoro l' erba , ma non le betulle .	1
1547	Si fida dei sensi , un tipo interessante della vista .	0
2379	Adoro le carote , eccetto il prosciutto .	0
960	Amo i passeri , un tipo interessante di cane .	0
3000	Non amo la birra , preferisco il Chianti .	1
1570	Si fida delle dicerie , un tipo interessante del tatto .	0
437	Amo i conigli , e più specificamente le meduse .	0
3070	Non amo il maiale , preferisco le carote .	1
5699	Amo i passeri , e più specificamente gli uccelli .	0
4468	Amo gli scienziati più degli impiegati .	1
1588	Si fida delle congetture , un tipo interessante del gusto .	0
3052	Non amo il blues , preferisco il cibo .	1
59	Uso il cotone , e più specificamente il vinile .	0
3453	Non amo i camerieri , preferisco le scuole .	1
2072	Apprezzo i mobili , ed anche i letti .	0
4082	Amo le ostriche più del pollo .	1
717	Adoro i pini , eccetto gli animali .	0
3684	Amo gli orecchini più delle camicie .	1
4487	Amo i portieri più dei genetisti .	1
853	Apprezzo il Chianti , eccetto il vino .	0
5216	Adoro il manzo , ma non il salmone .	1
5182	Adoro il maiale , ma non il bacon .	1
2151	Apprezzo la techno , ed anche i giochi da tavolo .	1
2717	Non amo gli uccelli , preferisco le anatre .	0
2130	Apprezzo la musica , ed anche i giochi da tavolo .	1
1860	Amo le navi , ed anche le Harley-Davidson .	1
2019	Uso il vinile , ed anche il cotone .	1
3956	Apprezzo il jazz più del cibo .	1
1059	Adoro gli alberi , un tipo interessante di quercia .	0
3955	Apprezzo i giochi da tavolo più del jazz .	1
941	Amo le anatre , eccetto gli uccelli .	0
2875	Non amo i cespugli , preferisco i pini .	1
683	Ho incontrato gli astronomi , e più specificamente gli scienziati .	0
25	Amo i gioielli , eccetto i pantaloni .	0
4725	Ho incontrato i fisici , eccetto gli impiegati .	0
4549	Si fida dei notiziari , eccetto che del gusto .	0
1465	Amo le collane , un tipo interessante di borsetta .	0
3043	Non amo il cibo , preferisco la techno .	1
3730	Amo gli alberi più degli arbusti .	1
509	Adoro le querce , eccetto gli arbusti .	0
930	Amo gli uccelli , un tipo interessante di cane .	0
2368	Amo gli animali domestici , ed anche i gatti .	0
3296	Adoro il vitello , eccetto i granchi .	0
439	Amo i conigli , e più specificamente le balene .	0
1830	Amo i gatti , ed anche le anatre .	1
1903	Amo le camicie , ed anche gli animali domestici .	1
2169	Adoro il prosciutto cotto , eccetto il maiale .	0
2599	Ho incontrato i biologi , ed anche gli impiegati .	1
1025	Amo gli animali domestici , un tipo interessante di trouser .	0
5613	Ho incontrato i fisici , ma non i portieri .	1
4174	Amo i gatti , eccetto le balene .	0
4665	Amo i camerieri , eccetto le scuole .	0
913	Amo i bassotti , un tipo interessante di pappagallo .	0
5419	Si fida del tatto , ma non i sensi .	0
2182	Amo il prosciutto cotto , ed anche le mele .	1
2836	Non amo le querce , preferisco gli alberi .	0
16	Amo i pini , e più specificamente gli alberi .	0
4778	Amo i bassotti , ma non i criceti .	1
261	Adoro il lardo , e più specificamente il pesce .	0
2289	Amo i sussidiari , ed anche i western .	1
5835	Amo le betulle , e più specificamente gli arbusti .	0
288	Adoro i prodotti del mare , e più specificamente i granchi .	1
4519	Si fida dei sensi , eccetto che delle ricostruzioni .	0
2950	Non amo i guardaroba , preferisco i dipinti .	1
3542	Amo gli husky più dei criceti .	1
5281	Amo i sussidiari , ma non le commedie .	1
1724	Ho incontrato i biologi , un tipo interessante di impiegato .	0
5314	Amo le collane , ma non le sciarpe .	1
4493	Amo i camerieri più degli astronomi .	1
3357	Adoro il manzo , eccetto i granchi .	0
2440	Si fida del tatto , ed anche dei sensi .	0
3464	Non amo le scuole , preferisco i guardiani .	1
1917	Amo i pantaloni , ed anche gli animali domestici .	1
5644	Amo i gatti , e più specificamente i bulldog .	0
3381	Non ama la tristezza , preferisce le emozioni .	0
1456	Amo le sciarpe , un tipo interessante di braccialetto .	0
556	Posso capire i calcoli , e più specificamente la tristezza .	0
4599	Posso capire i calcoli , eccetto la tristezza .	0
1516	Amo i cani , un tipo interessante di orso .	0
4586	Posso capire l' amore , eccetto la logica .	0
1498	Amo i gatti , un tipo interessante di giraffa .	0
3471	Non amo i professori , preferisco i ristoranti .	1
4143	Amo le commedie più dei sussidiari .	1
4239	Amo i cani più delle meduse .	1
2938	Non amo i tavoli , preferisco i mobili .	0
1880	Amo i treni , ed anche le Suzuki .	1
3927	Amo i saggi , eccetto i documentari .	0
3544	Amo i cani più dei criceti .	1
5700	Amo gli uccelli , e più specificamente i passeri .	1
5561	Amo le fabbriche , ma non i professori .	1
4228	Amo gli animali domestici più delle balene .	1
5804	Amo le gonne , e più specificamente gli occhiali .	0
4501	Amo gli scienziati più dei fisici .	0
2284	Amo i western , ed anche i saggi .	1
4306	Si fida delle dicerie più che del tatto .	1
3049	Non amo la musica , preferisco il blues .	0
1979	Amo gli abeti , ed anche gli arbusti .	1
1018	Amo le camicie , un tipo interessante di vetro .	0
2180	Amo i broccoli , ed anche il prosciutto cotto .	1
2205	Amo i broccoli , ed anche il bacon .	1
987	Amo le Suzuki , un tipo interessante di aeroplano .	0
4862	Amo le Kawasakis , ma non le biciclette .	1
2977	Non amo il Merlot , preferisco la birra .	1
345	Amo i sussidiari , e più specificamente le commedie .	0
5473	Posso capire la tristezza , ma non le emozioni .	0
4631	Amo i romanzi , eccetto i cartoni animati .	0
3880	Apprezzo il Merlot più della sprite .	1
2317	Amo i videogiochi , ed anche i documentari .	1
4339	Posso capire la gioia più della logica .	1
188	Apprezzo la musica , e più specificamente il cibo .	0
1125	Uso il legno , un tipo interessante di vinile .	0
5766	Amo le camicie , e più specificamente gli orecchini .	0
45	Uso la plastica , e più specificamente il nylon .	1
2197	Amo il prosciutto , ed anche le carote .	1
5395	Si fida della vista , ma non i sensi .	0
4455	Amo le fabbriche più dei professori .	1
4170	Amo i gioielli più dei braccialetti .	0
2641	Ho incontrato i fisici , ed anche i portieri .	1
5302	Amo le sciarpe , ma non i braccialetti .	1
2635	Ho incontrato i fisici , ed anche gli scienziati .	0
2472	Posso capire la gioia , ed anche i calcoli .	1
3317	Non si fida dell' udito , preferisce le ricostruzioni .	1
5300	Amo i gioielli , ma non le borsette .	1
2832	Non amo le gonne , preferisco gli orecchini .	1
3297	Non si fida della vista , preferisce le dicerie .	1
179	Apprezzo gli sport , e più specificamente il rock .	0
965	Amo le Harley-Davidson , un tipo interessante di nave .	0
2550	Amo i manuali , ed anche i cartoni animati .	1
4522	Si fida dei sensi , eccetto che delle congetture .	0
812	Apprezzo i letti , eccetto le posate .	0
4105	Amo i gioielli , eccetto gli anelli .	1
4690	Amo i criceti , eccetto i bobtail .	0
5402	Si fida delle ricostruzioni , ma non la vista .	1
2174	Amo il prosciutto cotto , ed anche il pesce .	1
4686	Amo i professori , eccetto le scuole .	0
1980	Amo gli arbusti , ed anche gli abeti .	1
5795	Amo gli orecchini , e più specificamente le calze .	0
593	Amo i dipinti , e più specificamente i romanzi .	0
1736	Ho incontrato i portieri , un tipo interessante di biologo .	0
2556	Amo gli impiegati , ed anche i lavoratori .	0
2736	Non amo i passeri , preferisco gli uccelli .	0
4580	Posso capire l' amore , eccetto la saggezza .	0
3325	Non si fida dei sensi , preferisce il tatto .	0
5498	Amo i saggi , ma non i libri .	0
3262	Non amo le giraffe , preferisco i cani .	1
4853	Amo gli enduro , ma non le biciclette .	1
2234	Amo il tacchino , ed anche il salmone .	1
677	Ho incontrato i genetisti , e più specificamente i guardiani .	0
2490	Posso capire l' amore , ed anche la stupidità .	1
5387	Amo le balene , ma non i criceti .	1
644	Ho incontrato le scuole , e più specificamente i guardiani .	0
4245	Amo i conigli più delle giraffe .	1
4861	Amo le Kawasakis , ma non le moto .	0
3768	Amo gli animali più dei pini .	1
5704	Amo i maiali , e più specificamente i passeri .	0
2186	Amo le carote , ed anche il prosciutto cotto .	1
3838	Amo i western , eccetto i giochi da tavolo .	0
2246	Amo il tacchino , ed anche i granchi .	1
5130	Amo le Suzuki , eccetto i treni .	0
4262	Amo i criceti più degli orsi .	1
4797	Amo le anatre , ma non i gatti .	1
3816	Uso il PVC più del vetro .	1
4911	Amo gli orecchini , ma non le gonne .	1
1635	Amo la musica , un tipo interessante di libro di testo .	0
3098	Non amo le mele , preferisco il lardo .	1
2692	Non amo i gatti , preferisco i bassotti .	1
2879	Non amo il legno , preferisco il poliestere .	1
590	Amo i romanzi , e più specificamente i cartoni animati .	0
1792	Amo i bobtail , ed anche i pappagalli .	1
2370	Amo i gatti , ed anche gli orsi .	1
3136	Non amo il pollo , preferisco il caviale .	1
1826	Amo gli uccelli , ed anche i maiali .	1
5051	Apprezzo i letti , ma non i dipinti .	1
4916	Adoro gli alberi , ma non l' erba .	1
2518	Amo i libri , ed anche i cartoni animati .	1
2232	Amo i prodotti del mare , ed anche il vitello .	1
1346	Adoro il salmone , un tipo interessante di pollo .	0
4594	Posso capire la tristezza , eccetto la stupidità .	0
5280	Amo le commedie , ma non i sussidiari .	1
2738	Non amo i passeri , preferisco i criceti .	1
1517	Amo gli orsi , un tipo interessante di cane .	0
3032	Non amo il jazz , preferisco il cibo .	1
3392	Non amo i libri , preferisco i sussidiari .	0
5721	Amo gli aeroplani , e più specificamente le Harley-Davidson .	0
890	Amo i cani , un tipo interessante di bobtail .	0
1206	Apprezzo lo Chardonnay , un tipo interessante di vino .	1
3694	Amo i pantaloni più degli orecchini .	1
5646	Amo i cani , e più specificamente i bulldog .	1
3338	Non si fida dei notiziari , preferisce il gusto .	1
4697	Ho incontrato i camerieri , eccetto i biologi .	0
4433	Amo i lavoratori più degli uffici .	1
655	Ho incontrato i professori , e più specificamente gli uffici .	0
2924	Non amo le sedie , preferisco i mobili .	0
3953	Apprezzo la musica più del jazz .	0
1568	Amo i merli , eccetto gli uccelli .	0
2909	Non amo il vetro , preferisco il vinile .	1
3236	Non amo le scarpe , preferisco gli orecchini .	1
4819	Amo i passeri , ma non gli uccelli .	0
4729	Ho incontrato i fisici , eccetto i camerieri .	0
5368	Amo le giraffe , ma non i conigli .	1
2283	Amo i film , ed anche i videogiochi .	1
539	Posso capire l' amore , e più specificamente le emozioni .	0
3634	Amo le biciclette più delle Harley-Davidson .	1
1602	Amo gli uccelli , eccetto i merli .	1
1849	Amo i passeri , ed anche i gatti .	1
222	Apprezzo i giochi da tavolo , e più specificamente il blues .	0
3636	Amo le Harley-Davidson più dei treni .	1
834	Apprezzo la sprite , eccetto il Merlot .	0
4451	Amo le scuole più dei guardiani .	1
3682	Amo i vestiti più degli occhiali .	1
2708	Non amo gli uccelli , preferisco i criceti .	1
2806	Non amo i pantaloni , preferisco i vestiti .	0
2449	Si fida del gusto , ed anche delle dicerie .	1
3908	Apprezzo il Chianti più della birra .	1
4531	Si fida delle ricostruzioni , eccetto che dell' udito .	0
5712	Amo le moto , e più specificamente le Harley-Davidson .	1
2898	Non amo il nylon , preferisco il vetro .	1
4942	Adoro gli alberi , ma non gli abeti .	1
2127	Apprezzo la musica , ed anche gli sport .	1
2885	Non amo la plastica , preferisco il cotone .	1
4591	Posso capire la saggezza , eccetto la tristezza .	0
725	Uso il poliestere , eccetto la plastica .	0
1534	Amo i criceti , un tipo interessante di animale domestico .	1
3671	Amo gli aeroplani più delle Kawasakis .	1
4116	Amo i film più dei saggi .	1
2261	Amo il caviale , ed anche i prodotti del mare .	0
792	Apprezzo i tavoli , eccetto la carta da parati .	0
3675	Amo i vestiti più delle camicie .	0
2969	Non amo il vino , preferisco il Merlot .	0
1113	Uso la plastica , un tipo interessante di cuoio .	0
5639	Amo i bobtail , e più specificamente i pappagalli .	0
3099	Non amo il lardo , preferisco le carote .	1
5525	Amo i dipinti , ma non i manuali .	1
1940	Amo i vestiti , ed anche le gonne .	0
189	Apprezzo il rock , e più specificamente i gioielli .	0
5089	Apprezzo il Chianti , ma non la birra .	1
2238	Amo i prodotti del mare , ed anche il manzo .	1
3060	Non amo il maiale , preferisco il prosciutto cotto .	0
1919	Amo i pantaloni , ed anche i vestiti .	0
1328	Adoro il bacon , un tipo interessante di broccoli .	0
